Jumlah_ART;Jumlah_Keluarga;sta_bangunan;sta_lahan;luas_lantai;lantai;dinding;kondisi_dinding;atap;kondisi_atap;jumlah_kamar;sumber_airminum;cara_peroleh_airminum;sumber_penerangan;daya;bb_masak;fasbab;kloset;buang_tinja;ada_tabung_gas;ada_lemari_es;ada_ac;ada_pemanas;ada_telepon;ada_tv;ada_emas;ada_laptop;ada_sepeda;ada_motor;ada_mobil;ada_perahu;ada_motor_tempel;ada_perahu_motor;ada_kapal;aset_tak_bergerak;luas_atb;rumah_lain;jumlah_sapi;jumlah_kerbau;jumlah_kambing;sta_art_usaha;desil_susenas
3;1;Milik Sendiri;Milik Sendiri;45;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;11027;Tidak Ada;0;3;2;Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;65;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;4;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;200;Tidak Ada;0;0;0;Ada;Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;65;Keramik;Tembok;Jelek/Kualitas Rendah;Sirap;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;0;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;55;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;0;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
5;2;Milik Sendiri;Milik Sendiri;72;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;4;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;0;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;54;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Tidak Ada;Tidak Pakai;Lainnya;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;100;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;64;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;120;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;4;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;900 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;100;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
6;1;Milik Sendiri;Milik Sendiri;72;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;0;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Orang Lain;56;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;0;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;47;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;0;Tidak Ada;0;0;0;Ada;Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;30;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;0;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Jelek/Kualitas Rendah;5;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1200;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Orang Lain;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;Tanpa Meteran;Kayu Bakar;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;60;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;60;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Beton/Genteng Beton;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;200;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Orang Lain;50;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;900 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1000;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Orang Lain;50;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;Tanpa Meteran;Kayu Bakar;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;50;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Orang Lain;48;Keramik;Anyaman Bambu;0;Genteng Tanah Liat;Jelek/Kualitas Rendah;1;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Bersama;Cemplung/Cubluk;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;250;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;66;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Cemplung/Cubluk;Pantai/Tanah Lapang/Kebun;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2948;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
1;1;Milik Sendiri;Milik Sendiri;50;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Tidak Ada;Tidak Pakai;Lainnya;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1390;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
11;3;Milik Sendiri;Milik Sendiri;72;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Lubang Tanah;Tidak Ada;Ada;Tidak ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;500;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;84;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;600;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Orang Lain;40;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Cemplung/Cubluk;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;40;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;50;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;170;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;80;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;200;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Orang Lain;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;Tanpa Meteran;Kayu Bakar;Tidak Ada;Tidak Pakai;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;60;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Orang Lain;54;Ubin/Tegel/Teraso;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Cemplung/Cubluk;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;54;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Orang Lain;105;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Lubang Tanah;Tidak Ada;Ada;Tidak ada;Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;160;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1120;Tidak Ada;0;0;0;Ada;Menerima Bantuan
9;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;230;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;70;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;900 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;620;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;3;Milik Sendiri;Milik Orang Lain;49;Ubin/Tegel/Teraso;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Bersama;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;42;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Jelek/Kualitas Rendah;1;Sumur Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Tidak Ada;Tidak Pakai;Lainnya;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;95;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;40;Ubin/Tegel/Teraso;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;730;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Membeli Eceran;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;850;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Bersama;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;430;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;55;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2004;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;2;Milik Sendiri;Milik Sendiri;70;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Bersama;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;836;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;41;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;340;Tidak Ada;0;0;5;Tidak Ada;Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;370;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;56;Keramik;Tembok;Jelek/Kualitas Rendah;Beton/Genteng Beton;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Umum;Cemplung/Cubluk;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;84;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;72;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Tidak Ada;Tidak Pakai;Lainnya;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Ada;Ada;Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;350;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;35;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;350;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;50;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;570;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
